 demo                      SWAT+ 2026-07-13        MODULAR Rev 2026.cb442f7c05fc3bfc34349c446010f452d2737c
 freq       soil_lyr  soil_depth        jday         mon         day          yr        unit                gis_id name                   cfmets1        cfstrs1        cfstrs2        efmets1        efstrs1        efstrs2       immmets1       immstrs1       immstrs2       mnrmets1       mnrstrs1       mnrstrs2        co2fmet        co2fstr         cfs1s2         cfs1s3         cfs2s1         cfs2s3         cfs3s1         efs1s2         efs1s3         efs2s1         efs2s3         efs3s1        imms1s2        imms1s3        imms2s1        imms2s3        imms3s1        mnrs1s2        mnrs1s3        mnrs2s1        mnrs2s3        mnrs3s1         co2fs1         co2fs2         co2fs3
                              mm                                                                                                          kg_C/ha        kg_C/ha        kg_C/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_C/ha        kg_C/ha        kg_C/ha        kg_C/ha        kg_C/ha        kg_C/ha        kg_C/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_C/ha        kg_C/ha
 day              13        1200           1           1           1        1975           5                     1 hru0005           0.5411649      4.5795459E-04  2.8494934E-03  4.8515227E-02  3.0530309E-06  1.8996623E-05  0.0000000E+00  3.8002425E-05  1.4443306E-04  5.6012608E-03  0.0000000E+00  0.0000000E+00  0.6614238      1.7809338E-03  6.4039722E-02  1.0214924E-03  1.0773031E-02  1.3058627E-03  1.5460773E-03  3.6729304E-03  5.8586622E-05  9.6579822E-04  1.3058627E-04  1.3860525E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3907716E-05  0.0000000E+00  4.3320348E-03  6.9099930E-05  1.1150498E-04  0.0000000E+00  1.6002494E-05  6.5899357E-02  1.4763094E-02  1.8896501E-03
 day              14        1500           1           1           1        1975           5                     1 hru0005            1.091107      9.2333648E-04  5.7452028E-03  8.9794114E-02  6.1555770E-06  3.8301354E-05  0.0000000E+00  6.9831622E-05  2.7910894E-04  1.9316606E-02  0.0000000E+00  0.0000000E+00   1.333576      3.5907524E-03  0.1291181      2.0595531E-03  2.1720795E-02  2.6329057E-03  3.1172314E-03  7.1335044E-03  1.1378595E-04  1.7875417E-03  2.6329057E-04  2.5653670E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0215288E-05  0.0000000E+00  9.0062637E-03  1.4365818E-04  3.8453797E-04  0.0000000E+00  5.5186450E-05  0.1328676      2.9765636E-02  3.8099496E-03
 day              15        1800           1           1           1        1975           5                     1 hru0005            1.100063      9.3091518E-04  5.7923594E-03  8.5345246E-02  6.2061013E-06  3.8615730E-05  0.0000000E+00  6.6016299E-05  2.7292498E-04  2.4661049E-02  0.0000000E+00  0.0000000E+00   1.344521      3.6202250E-03  0.1301779      2.0764577E-03  2.1899080E-02  2.6545166E-03  3.1428176E-03  7.0015900E-03  1.1168179E-04  1.6989777E-03  2.6545167E-04  2.4382654E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4804158E-05  0.0000000E+00  9.2706513E-03  1.4787543E-04  4.9093028E-04  0.0000000E+00  7.0455251E-05  0.1339581      3.0009951E-02  3.8412216E-03
 day              16        2000           1           1           1        1975           5                     1 hru0005           0.7371041      6.2376552E-04  3.8812067E-03  5.5537771E-02  4.1584372E-06  2.5874713E-05  0.0000000E+00  4.2839740E-05  1.8004955E-04  1.8172633E-02  0.0000000E+00  0.0000000E+00  0.9009050      2.4257544E-03  8.7226540E-02  1.3913435E-03  1.4673617E-02  1.7786757E-03  2.1058645E-03  4.6279579E-03  7.3820185E-05  1.1055969E-03  1.7786757E-04  1.5866826E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.0402388E-06  0.0000000E+00  6.2753605E-03  1.0009776E-04  3.6176480E-04  0.0000000E+00  5.1918178E-05  8.9759491E-02  2.0108359E-02  2.5738345E-03
 day              -1          -1           1           1           1        1975           5                     1 hru0005            57.18072      4.8437640E-02  0.3031512       5.508583      3.9610951E-04  2.5141824E-03   6.783700      1.0046978E-02  1.9549089E-02  0.2094891      0.0000000E+00  0.0000000E+00   70.65987      0.1897526       6.834421      0.1289244       1.236438      0.1481476      0.1632887      0.4952493      9.3259951E-03  0.1173051      1.4814757E-02  1.5712639E-02  0.0000000E+00  0.0000000E+00  0.1421857      4.4452264E-03  1.9282188E-02  0.3590533      6.7895548E-03  6.3386788E-03  0.0000000E+00  6.1623577E-04   6.513199       1.692272      0.1995752    
 day               1          10           1           1           1        1975           6                     1 hru0006            2.708793      2.2041870E-03  1.5429292E-02  0.1354397      6.3240950E-05  4.4268614E-04  0.0000000E+00  4.6968402E-05  1.7448555E-04  0.1354397      0.0000000E+00  0.0000000E+00   4.063190      9.9188350E-03  0.3966905      8.7576816E-03  9.5289126E-02  1.1407003E-02  8.0100726E-03  1.5867617E-02  3.5030727E-04  4.7644563E-03  1.1407002E-03  4.0050363E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1641532E-10  0.0000000E+00  3.3718690E-02  7.4440293E-04  4.7644554E-03  0.0000000E+00  4.0050357E-04  0.4955478      0.1304064      9.7900890E-03
 day               2          25           1           1           1        1975           6                     1 hru0006            4.270066      3.6647704E-03  2.2802992E-02  0.4270066      3.3637862E-05  2.0930203E-04  0.7649615      9.8936493E-04  1.6317311E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   5.218970      1.4251876E-02  0.4989835      9.4308946E-03  8.8778727E-02  1.0627647E-02  1.2039441E-02  4.0286172E-02  7.6141715E-04  8.8778725E-03  1.0627647E-03  1.2039441E-03  0.0000000E+00  0.0000000E+00  1.5904278E-02  4.2524503E-04  2.1568071E-03  2.2086769E-02  4.1744468E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4618422      0.1214967      1.4714873E-02
 day               3          50           1           1           1        1975           6                     1 hru0006            7.160741      6.1456747E-03  3.8239755E-02  0.7160741      5.6409357E-05  3.5099156E-04   1.155375      1.5497532E-03  2.6963279E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   8.752018      2.3899850E-02  0.8367769      1.5815262E-02  0.1488786      1.7822167E-02  2.0189695E-02  6.6682599E-02  1.2603154E-03  1.4887861E-02  1.7822166E-03  2.0189695E-03  0.0000000E+00  0.0000000E+00  2.4021335E-02  6.9196825E-04  3.2575759E-03  3.7914507E-02  7.1659230E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.7744923      0.2037454      2.4676293E-02
 day               4         100           1           1           1        1975           6                     1 hru0006            9.890725      8.3699021E-03  5.2079398E-02  0.9890725      5.5799344E-05  3.4719598E-04   1.273329      1.8587300E-03  3.6860870E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   12.08866      3.2549627E-02   1.171142      2.2134835E-02  0.2083686      2.4943678E-02  2.8257240E-02  9.0698972E-02  1.7142297E-03  2.0836860E-02  2.4943678E-03  2.8257240E-03  0.0000000E+00  0.0000000E+00  2.6825327E-02  9.0405601E-04  3.6378303E-03  5.5693805E-02  1.0526247E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.083969      0.2851595      3.4536626E-02
 day               5         150           1           1           1        1975           6                     1 hru0006            9.962201      8.4303897E-03  5.2455761E-02  0.9962201      5.6202596E-05  3.4970505E-04   1.040988      1.6677593E-03  3.6068088E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   12.17602      3.2784849E-02   1.179605      2.2294793E-02  0.2098744      2.5123937E-02  2.8461445E-02  8.8972598E-02  1.6816010E-03  2.0987444E-02  2.5123938E-03  2.8461446E-03  0.0000000E+00  0.0000000E+00  2.1930560E-02  8.5113477E-04  2.9740427E-03  5.8478087E-02  1.1052481E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.091803      0.2872202      3.4786213E-02
 day               6         200           1           1           1        1975           6                     1 hru0006            2.464543      2.0855900E-03  1.2977001E-02  0.2464543      1.3903933E-05  8.6513341E-05  0.2113679      3.7352263E-04  8.6859922E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   3.012219      8.1106275E-03  0.2918219      5.5154958E-03  5.1920705E-02  6.2153954E-03  7.0410599E-03  2.1478212E-02  4.0594273E-04  5.1920707E-03  6.2153954E-04  7.0410600E-04  0.0000000E+00  0.0000000E+00  4.4529024E-03  1.9703701E-04  6.0386612E-04  1.4999529E-02  2.8349424E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2701004      7.1055241E-02  8.6057400E-03
 day               7         300           1           1           1        1975           6                     1 hru0006            4.958835      4.1963547E-03  2.6110642E-02  0.4958834      2.7975697E-05  1.7407094E-04  0.2914396      6.3828699E-04  1.6650732E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   6.060798      1.6319154E-02  0.5871662      1.1097566E-02  0.1044681      1.2505814E-02  1.4167110E-02  4.1357979E-02  7.8167458E-04  1.0446812E-02  1.2505814E-03  1.4167109E-03  0.0000000E+00  0.0000000E+00  6.1397785E-03  3.4821976E-04  8.3262636E-04  3.2037802E-02  6.0552120E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5434611      0.1429681      1.7315356E-02
 day               8         450           1           1           1        1975           6                     1 hru0006            7.362137      6.2301210E-03  3.8765188E-02  0.7362137      4.1534138E-05  2.5843456E-04  0.2440426      7.8799616E-04  2.3249709E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   8.998168      2.4228245E-02  0.8717370      1.6476013E-02  0.1550987      1.8566767E-02  2.1033209E-02  5.8094654E-02  1.0980011E-03  1.5509867E-02  1.8566767E-03  2.1033208E-03  0.0000000E+00  0.0000000E+00  5.1412648E-03  4.2835867E-04  6.9721602E-04  5.0872471E-02  9.6150045E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.8068501      0.2122578      2.5707256E-02
 day               9         600           1           1           1        1975           6                     1 hru0006            4.129854      3.4948392E-03  2.1745659E-02  0.4129854      2.3298928E-05  1.4497105E-04  6.9831818E-02  3.8527933E-04  1.2400006E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   5.047599      1.3591040E-02  0.4890082      9.2423586E-03  8.7003924E-02  1.0415185E-02  1.1798758E-02  3.1144721E-02  5.8864185E-04  8.7003922E-03  1.0415185E-03  1.1798757E-03  0.0000000E+00  0.0000000E+00  1.4711516E-03  2.0038127E-04  1.9950559E-04  2.9981306E-02  5.6665298E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4526094      0.1190678      1.4420705E-02
 day              10         750           1           1           1        1975           6                     1 hru0006            1.637890      1.3860447E-03  8.6242752E-03  0.1637890      9.2402979E-06  5.7495166E-05  9.5036626E-03  1.3740653E-04  4.7160298E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.001865      5.3901728E-03  0.1939395      3.6654968E-03  3.4505542E-02  4.1306373E-03  4.6793581E-03  1.1898162E-02  2.2487775E-04  3.4505541E-03  4.1306374E-04  4.6793581E-04  0.0000000E+00  0.0000000E+00  2.0021456E-04  6.6615874E-05  2.7151429E-05  1.2344273E-02  2.3330936E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1795038      4.7222000E-02  5.7192161E-03
 day              11         900           1           1           1        1975           6                     1 hru0006            1.153390      9.7604265E-04  6.0731522E-03  0.1128073      6.5069507E-06  4.0487681E-05  0.0000000E+00  8.8954839E-05  3.2067968E-04  2.5317743E-03  0.0000000E+00  0.0000000E+00   1.409699      3.7957209E-03  0.1366201      2.4258252E-03  2.3588806E-02  2.8380048E-03  3.2951704E-03  8.1247324E-03  1.4426264E-04  2.3071016E-03  2.8380050E-04  3.2228392E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8528437E-05  0.0000000E+00  8.9527844E-03  1.5896551E-04  5.1778974E-05  0.0000000E+00  7.2331459E-06  0.1319354      3.2299440E-02  4.0274304E-03
 day              12        1050           1           1           1        1975           6                     1 hru0006           0.5375299      4.5487858E-04  2.8303538E-03  4.9361631E-02  3.0325241E-06  1.8869026E-05  0.0000000E+00  3.8739192E-05  1.4512448E-04  4.3913610E-03  0.0000000E+00  0.0000000E+00  0.6569811      1.7689716E-03  6.3609585E-02  1.0146312E-03  1.0497906E-02  1.2725132E-03  1.5356926E-03  3.6856025E-03  5.8788741E-05  9.6402771E-04  1.2725132E-04  1.4102338E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4593214E-05  0.0000000E+00  4.2655957E-03  6.8040164E-05  8.5762935E-05  0.0000000E+00  1.2545876E-05  6.5456726E-02  1.4386069E-02  1.8769578E-03
 day              13        1200           1           1           1        1975           6                     1 hru0006           0.5410315      4.5784182E-04  2.8487914E-03  4.7201481E-02  3.0522790E-06  1.8991943E-05  0.0000000E+00  3.6891437E-05  1.4249736E-04  6.9016702E-03  0.0000000E+00  0.0000000E+00  0.6612608      1.7804952E-03  6.4023942E-02  1.0212407E-03  1.0566292E-02  1.2808027E-03  1.5456964E-03  3.6293222E-03  5.7891019E-05  9.2184020E-04  1.2808027E-04  1.3485194E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2443546E-05  0.0000000E+00  4.3736706E-03  6.9764072E-05  1.3478915E-04  0.0000000E+00  1.9717714E-05  6.5883122E-02  1.4479783E-02  1.8891847E-03
 day              14        1500           1           1           1        1975           6                     1 hru0006            1.090852      9.2312047E-04  5.7438593E-03  8.8120379E-02  6.1541368E-06  3.8292397E-05  0.0000000E+00  6.8416673E-05  2.7640129E-04  2.0964831E-02  0.0000000E+00  0.0000000E+00   1.333264      3.5899126E-03  0.1290879      2.0590713E-03  2.1304231E-02  2.5824115E-03  3.1165024E-03  7.0724506E-03  1.1281209E-04  1.7209820E-03  2.5824117E-04  2.5175491E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8130027E-05  0.0000000E+00  9.0635419E-03  1.4457182E-04  4.0944119E-04  0.0000000E+00  5.9895334E-05  0.1328365      2.9194787E-02  3.8090586E-03
 day              15        1800           1           1           1        1975           6                     1 hru0006            1.099834      9.3072170E-04  5.7911552E-03  8.4224291E-02  6.2048116E-06  3.8607704E-05  0.0000000E+00  6.5068984E-05  2.7099342E-04  2.5759146E-02  0.0000000E+00  0.0000000E+00   1.344242      3.6194727E-03  0.1301509      2.0760263E-03  2.1479653E-02  2.6036757E-03  3.1421643E-03  6.9580004E-03  1.1098650E-04  1.6448918E-03  2.6036758E-04  2.4062401E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3299636E-05  0.0000000E+00  9.3108602E-03  1.4851679E-04  5.0307356E-04  0.0000000E+00  7.3592440E-05  0.1339303      2.9435182E-02  3.8404234E-03
 day              16        2000           1           1           1        1975           6                     1 hru0006           0.7369688      6.2365102E-04  3.8804940E-03  5.4955222E-02  4.1576736E-06  2.5869960E-05  0.0000000E+00  4.2347525E-05  1.7901445E-04  1.8741660E-02  0.0000000E+00  0.0000000E+00  0.9007397      2.4253093E-03  8.7210543E-02  1.3910884E-03  1.4392925E-02  1.7446515E-03  2.1054782E-03  4.6045892E-03  7.3447431E-05  1.0732699E-03  1.7446514E-04  1.5700396E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2293624E-06  0.0000000E+00  6.2967297E-03  1.0043861E-04  3.6602269E-04  0.0000000E+00  5.3543845E-05  8.9743033E-02  1.9723706E-02  2.5733626E-03
 day              -1          -1           1           1           1        1975           6                     1 hru0006            59.70539      5.0574131E-02  0.3163978       5.755809      4.1035152E-04  2.6024848E-03   5.060839      8.7754866E-03  1.9700399E-02  0.2147301      0.0000000E+00  0.0000000E+00   73.72571      0.1980242       7.127575      0.1344183       1.286016      0.1540803      0.1704181      0.5005564      9.4251977E-03  0.1222863      1.5408028E-02  1.6414776E-02  0.0000000E+00  0.0000000E+00  0.1060868      4.2172410E-03  1.4386622E-02  0.3903905      7.3770876E-03  6.3153235E-03  0.0000000E+00  6.2703190E-04   6.779965       1.760118      0.2082888    
 day               1          10           1           1           1        1975           7                     1 hru0007            1.395494      1.0932510E-03  7.6527582E-03  6.9774695E-02  5.4662552E-05  3.0611033E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.9774680E-02  1.1728480E-06  8.4737520E-05   2.093241      4.9196305E-03  0.1349993      2.9803612E-03  3.2428227E-02  3.8819627E-03  2.7259402E-03  5.3999722E-03  1.1921444E-04  1.6214114E-03  3.8819626E-04  1.3629701E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1474943E-02  2.5333071E-04  1.6214119E-03  8.7311491E-11  1.3629701E-04  0.1686419      4.4379123E-02  3.3317050E-03
 day               2          25           1           1           1        1975           7                     1 hru0007            1.490118      1.3122753E-03  8.1652608E-03  0.1490118      1.7955515E-05  1.1172310E-04  0.2669474      3.4835972E-04  5.4751127E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.821255      5.1032896E-03  0.1698144      3.2095278E-03  3.0213229E-02  3.6168071E-03  4.0972698E-03  1.3710215E-02  2.5912595E-04  3.0213231E-03  3.6168069E-04  4.0972698E-04  0.0000000E+00  0.0000000E+00  5.4125525E-03  1.4471967E-04  7.3400594E-04  7.5165844E-03  1.4206502E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1571744      4.1347824E-02  5.0077746E-03
 day               3          50           1           1           1        1975           7                     1 hru0007            2.498949      2.2007048E-03  1.3693259E-02  0.2498949      3.0111658E-05  1.8736121E-04  0.4032014      5.4503902E-04  9.0385211E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   3.054271      8.5582901E-03  0.2847812      5.3824252E-03  5.0668020E-02  6.0654376E-03  6.8711811E-03  2.2694161E-02  4.2892448E-04  5.0668023E-03  6.0654373E-04  6.8711810E-04  0.0000000E+00  0.0000000E+00  8.1752036E-03  2.3549830E-04  1.1086541E-03  1.2903487E-02  2.4387866E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2635838      6.9340900E-02  8.3981110E-03
 day               4         100           1           1           1        1975           7                     1 hru0007            3.511708      2.9717411E-03  1.8490829E-02  0.3511708      1.9811609E-05  1.2327218E-04  0.4520964      6.5994373E-04  1.3087479E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   4.292088      1.1556770E-02  0.4158148      7.8589860E-03  7.3981404E-02  8.8562686E-03  1.0032751E-02  3.2202724E-02  6.0863828E-04  7.3981402E-03  8.8562683E-04  1.0032750E-03  0.0000000E+00  0.0000000E+00  9.5243491E-03  3.2098586E-04  1.2916139E-03  1.9774120E-02  3.7373498E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.3848640      0.1012461      1.2262251E-02
 day               5         150           1           1           1        1975           7                     1 hru0007            3.537335      2.9934272E-03  1.8625764E-02  0.3537335      1.9956182E-05  1.2417177E-04  0.3696296      5.9218117E-04  1.2806903E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   4.323409      1.1641105E-02  0.4188492      7.9163378E-03  7.4521288E-02  8.9208968E-03  1.0105965E-02  3.1592011E-02  5.9709564E-04  7.4521289E-03  8.9208962E-04  1.0105965E-03  0.0000000E+00  0.0000000E+00  7.7870139E-03  3.0221726E-04  1.0560108E-03  2.0764139E-02  3.9244659E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.3876725      0.1019849      1.2351735E-02
 day               6         200           1           1           1        1975           7                     1 hru0007            2.385636      2.0188161E-03  1.2561519E-02  0.2385636      1.3458774E-05  8.3743464E-05  0.2046006      3.6156361E-04  8.4078941E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.915778      7.8509506E-03  0.2824787      5.3389077E-03  5.0258368E-02  6.0163983E-03  6.8156277E-03  2.0790551E-02  3.9294577E-04  5.0258366E-03  6.0163980E-04  6.8156276E-04  0.0000000E+00  0.0000000E+00  4.3103350E-03  1.9072852E-04  5.8453222E-04  1.4519293E-02  2.7441769E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2614527      6.8780273E-02  8.3302120E-03
 day               7         300           1           1           1        1975           7                     1 hru0007            4.800503      4.0623685E-03  2.5276951E-02  0.4800503      2.7082457E-05  1.6851301E-04  0.2821340      6.1790692E-04  1.6119087E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   5.867281      1.5798097E-02  0.5684186      1.0743232E-02  0.1011325      1.2106514E-02  1.3714763E-02  4.0037457E-02  7.5671636E-04  1.0113253E-02  1.2106514E-03  1.3714763E-03  0.0000000E+00  0.0000000E+00  5.9437370E-03  3.3710140E-04  8.0604083E-04  3.1014871E-02  5.8618758E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5261089      0.1384033      1.6762489E-02
 day               8         450           1           1           1        1975           7                     1 hru0007            7.127982      6.0319691E-03  3.7532240E-02  0.7127981      4.0213126E-05  2.5021494E-04  0.2362808      7.6293357E-04  2.2510239E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   8.711978      2.3457654E-02  0.8440109      1.5951984E-02  0.1501657      1.7976243E-02  2.0364240E-02  5.6246925E-02  1.0630786E-03  1.5016572E-02  1.7976243E-03  2.0364241E-03  0.0000000E+00  0.0000000E+00  4.9777431E-03  4.1473459E-04  6.7504053E-04  4.9254443E-02  9.3091931E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.7811878      0.2055068      2.4889626E-02
 day               9         600           1           1           1        1975           7                     1 hru0007            3.998959      3.3840712E-03  2.1056436E-02  0.3998959      2.2560473E-05  1.4037623E-04  6.7618519E-02  3.7306800E-04  1.2006990E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   4.887617      1.3160275E-02  0.4735093      8.9494241E-03  8.4246360E-02  1.0085079E-02  1.1424799E-02  3.0157600E-02  5.6998496E-04  8.4246360E-03  1.0085079E-03  1.1424798E-03  0.0000000E+00  0.0000000E+00  1.4245240E-03  1.9403023E-04  1.9318226E-04  2.9031057E-02  5.4869306E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4382640      0.1152940      1.3963643E-02
 day              10         750           1           1           1        1975           7                     1 hru0007            1.586095      1.3422143E-03  8.3515542E-03  0.1586095      8.9480945E-06  5.5677025E-05  9.2031360E-03  1.3306139E-04  4.5668974E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.938561      5.2197222E-03  0.1878066      3.5495840E-03  3.3414390E-02  4.0000160E-03  4.5313849E-03  1.1521909E-02  2.1776652E-04  3.3414392E-03  4.0000162E-04  4.5313846E-04  0.0000000E+00  0.0000000E+00  1.9388297E-04  6.4509280E-05  2.6292866E-05  1.1953915E-02  2.2593148E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1738274      4.5728721E-02  5.5383598E-03
 day              11         900           1           1           1        1975           7                     1 hru0007            1.132140      9.5806032E-04  5.9612622E-03  0.1107289      6.3870689E-06  3.9741746E-05  0.0000000E+00  8.7315966E-05  3.1477158E-04  2.4851039E-03  0.0000000E+00  0.0000000E+00   1.383727      3.7257895E-03  0.1341031      2.3811324E-03  2.3154214E-02  2.7857183E-03  3.2344609E-03  7.9750437E-03  1.4160477E-04  2.2645965E-03  2.7857182E-04  3.1634627E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7818623E-05  0.0000000E+00  8.7878406E-03  1.5603678E-04  5.0824834E-05  0.0000000E+00  7.0998212E-06  0.1295047      3.1704362E-02  3.9532301E-03
 day              12        1050           1           1           1        1975           7                     1 hru0007           0.5379126      4.5520233E-04  2.8323685E-03  4.9396768E-02  3.0346823E-06  1.8882456E-05  0.0000000E+00  3.8766764E-05  1.4522779E-04  4.3944903E-03  0.0000000E+00  0.0000000E+00  0.6574488      1.7702307E-03  6.3654862E-02  1.0153535E-03  1.0505380E-02  1.2734191E-03  1.5367857E-03  3.6882260E-03  5.8830585E-05  9.6471404E-04  1.2734192E-04  1.4112376E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4603589E-05  0.0000000E+00  4.2686318E-03  6.8088601E-05  8.5823995E-05  0.0000000E+00  1.2554810E-05  6.5503322E-02  1.4396311E-02  1.8782938E-03
 day              13        1200           1           1           1        1975           7                     1 hru0007           0.5414128      4.5816434E-04  2.8507984E-03  4.7234740E-02  3.0544293E-06  1.9005323E-05  0.0000000E+00  3.6917427E-05  1.4259774E-04  6.9065355E-03  0.0000000E+00  0.0000000E+00  0.6617268      1.7817495E-03  6.4069062E-02  1.0219605E-03  1.0573738E-02  1.2817052E-03  1.5467858E-03  3.6318796E-03  5.7931822E-05  9.2248979E-04  1.2817052E-04  1.3494700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2452321E-05  0.0000000E+00  4.3767532E-03  6.9813243E-05  1.3488403E-04  0.0000000E+00  1.9731582E-05  6.5929554E-02  1.4489987E-02  1.8905160E-03
 day              14        1500           1           1           1        1975           7                     1 hru0007            1.091580      9.2373695E-04  5.7476945E-03  8.8179208E-02  6.1582464E-06  3.8317965E-05  0.0000000E+00  6.8462359E-05  2.7658587E-04  2.0978831E-02  0.0000000E+00  0.0000000E+00   1.334154      3.5923098E-03  0.1291741      2.0604464E-03  2.1318456E-02  2.5841359E-03  3.1185837E-03  7.0771733E-03  1.1288743E-04  1.7221312E-03  2.5841358E-04  2.5192302E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8142135E-05  0.0000000E+00  9.0695946E-03  1.4466837E-04  4.0971441E-04  0.0000000E+00  5.9935352E-05  0.1329252      2.9214282E-02  3.8116022E-03
 day              15        1800           1           1           1        1975           7                     1 hru0007            1.100486      9.3127310E-04  5.7945871E-03  8.4274195E-02  6.2084878E-06  3.8630580E-05  0.0000000E+00  6.5107539E-05  2.7115401E-04  2.5774412E-02  0.0000000E+00  0.0000000E+00   1.345039      3.6216173E-03  0.1302280      2.0772563E-03  2.1492381E-02  2.6052182E-03  3.1440263E-03  6.9621224E-03  1.1105227E-04  1.6458664E-03  2.6052183E-04  2.4076659E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3307523E-05  0.0000000E+00  9.3163773E-03  1.4860477E-04  5.0337159E-04  0.0000000E+00  7.3636067E-05  0.1340097      2.9452622E-02  3.8426989E-03
 day              16        2000           1           1           1        1975           7                     1 hru0007           0.7373534      6.2397658E-04  3.8825199E-03  5.4983903E-02  4.1598441E-06  2.5883468E-05  0.0000000E+00  4.2369633E-05  1.7910791E-04  1.8751439E-02  0.0000000E+00  0.0000000E+00  0.9012098      2.4265754E-03  8.7256059E-02  1.3918143E-03  1.4400440E-02  1.7455623E-03  2.1065772E-03  4.6069925E-03  7.3485760E-05  1.0738303E-03  1.7455622E-04  1.5708592E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2331459E-06  0.0000000E+00  6.3000149E-03  1.0049103E-04  3.6621373E-04  0.0000000E+00  5.3571799E-05  8.9789867E-02  1.9734005E-02  2.5747055E-03
 day              -1          -1           1           1           1        1975           7                     1 hru0007            37.47367      3.1761251E-02  0.1984758       3.598301      2.8376316E-04  1.7316248E-03   2.291712      4.7329972E-03  1.1731358E-02  0.1490655      0.0000000E+00  0.0000000E+00   46.18878      0.1241840       4.388968      8.1828721E-02  0.7824740      9.3801372E-02  0.1053711      0.2982950      5.5692834E-03  7.5075164E-02  9.3801366E-03  1.0174287E-02  0.0000000E+00  0.0000000E+00  4.7749344E-02  2.3080823E-03  6.4753732E-03  0.2503261      4.6593077E-03  3.1722444E-03  8.7311491E-11  3.6282642E-04   4.160440       1.071004      0.1287870    
