 demo                      SWAT+ 2026-07-13        MODULAR Rev 2026.cb442f7c05fc3bfc34349c446010f452d2737c
 freq       soil_lyr  soil_depth        jday         mon         day          yr        unit                gis_id    name                 sut        tillagef       cons_bmix tillagef_biomix tillagef_tillmix       till_eff            cdg             ox             cs            no3            nh4       co2_resp      soil_temp           emix
 day              3          50           1           1           1        1975           7                     1 hru0007           0.7222652      5.2727978E-03  9.9999998E-03  5.2727978E-03  0.0000000E+00   1.005273      0.3124563      0.9999993      0.4298026       1.931091      0.0000000E+00   3.404152       8.283123      0.0000000E+00
 day              4         100           1           1           1        1975           7                     1 hru0007           0.7274632      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3147640      0.9999964      0.4306644      4.3228149E-02   4.358805       4.802016       8.332458      0.0000000E+00
 day              5         150           1           1           1        1975           7                     1 hru0007           0.7310826      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3178039      0.9999804      0.4338072      0.1323576       4.054986       4.837059       8.397395      0.0000000E+00
 day              6         200           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3207935      0.9999107      0.4373934      0.1356177       4.162719       3.262192       8.461207      0.0000000E+00
 day              7         300           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3251676      0.9992469      0.4400730      0.4076471       7.370944       6.564353       8.554482      0.0000000E+00
 day              8         450           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3321136      0.9787498      0.4356255      0.7959652       9.246678       9.747022       8.702399      0.0000000E+00
 day              9         600           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3398000      0.5428548      0.2443957      0.5146370       8.129146       5.468298       8.865828      0.0000000E+00
 day             10         750           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3467222      0.2131508      9.6933976E-02  0.2226539       7.217119       2.168875       9.012806      0.0000000E+00
 day             11         900           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3528699      0.2003133      9.1899976E-02  0.1690698       6.405172       1.552615       9.143204      0.0000000E+00
 day             12        1050           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3582706      0.2000076      9.2459239E-02  8.4148884E-02   5.794814      0.7409970       9.257665      0.0000000E+00
 day             13        1200           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3629753      0.2000002      9.3060873E-02  8.7325573E-02   4.972744      0.7458186       9.357314      0.0000000E+00
 day             14        1500           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3688683      0.2000000      9.3813181E-02  0.1835494       7.313643       1.503697       9.482068      0.0000000E+00
 day             15        1800           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3749116      0.2000000      9.4578549E-02  0.1899681       5.364089       1.515965       9.609941      0.0000000E+00
 day             16        2000           1           1           1        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3786992      0.2000000      9.5055088E-02  0.1288633       2.902653       1.015735       9.690059      0.0000000E+00
 day              1          10           1           1           1        1975           8                     1 hru0008           0.7150851      5.2704322E-03  9.9999998E-03  5.2704322E-03  0.0000000E+00   1.005270      0.3104122      0.9999998      0.4262590      0.1991023      0.3580032       1.468779       8.239398      0.0000000E+00
 day              2          25           1           1           1        1975           8                     1 hru0008           0.7162194      5.2704322E-03  9.9999998E-03  5.2704322E-03  0.0000000E+00   1.005270      0.3111195      0.9999998      0.4270827      0.8165175      0.0000000E+00  0.6871251       8.254531      0.0000000E+00
 day              3          50           1           1           1        1975           8                     1 hru0008           0.7222652      5.2704322E-03  9.9999998E-03  5.2704322E-03  0.0000000E+00   1.005270      0.3122478      0.9999993      0.4296583       1.331787      0.0000000E+00   1.152115       8.278666      0.0000000E+00
 day              4         100           1           1           1        1975           8                     1 hru0008           0.7274632      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3143508      0.9999964      0.4303817      7.3266983E-02   5.088829       8.138871       8.323627      0.0000000E+00
 day              5         150           1           1           1        1975           8                     1 hru0008           0.7310826      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3171249      0.9999804      0.4333436      0.2242384       4.686100       8.194885       8.382896      0.0000000E+00
 day              6         200           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3198589      0.9999107      0.4367558      0.1399341       4.301681       3.366019       8.441265      0.0000000E+00
 day              7         300           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3238722      0.9992469      0.4391955      0.4203959       7.617490       6.769646       8.526868      0.0000000E+00
 day              8         450           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3302866      0.9787498      0.4344256      0.8202324       9.557178       10.04419       8.663513      0.0000000E+00
 day              9         600           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3374628      0.5428548      0.2435538      0.5299597       8.401960       5.631115       8.816159      0.0000000E+00
 day             10         750           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3440163      0.2131508      9.6554980E-02  0.2291765       7.458598       2.232411       8.955372      0.0000000E+00
 day             11         900           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3499268      0.2003133      9.1515929E-02  0.1847615       7.029810       1.696720       9.080792      0.0000000E+00
 day             12        1050           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3552038      0.2000076      9.2062667E-02  9.9497795E-02   6.881750      0.8761572       9.192677      0.0000000E+00
 day             13        1200           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3598776      0.2000002      9.2662916E-02  0.1032553       5.905560      0.8818697       9.291707      0.0000000E+00
 day             14        1500           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3658532      0.2000000      9.3428984E-02  0.2170715       8.685814       1.778322       9.418247      0.0000000E+00
 day             15        1800           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3721554      0.2000000      9.4230250E-02  0.2247558       6.370664       1.793573       9.551628      0.0000000E+00
 day             16        2000           1           1           1        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3762201      0.2000000      9.4743446E-02  0.1525228       3.447389       1.202226       9.637621      0.0000000E+00
 day              1          10           1           1           1        1975           9                     1 hru0009           0.7150851      5.2722842E-03  9.9999998E-03  5.2722842E-03  0.0000000E+00   1.005272      0.3104342      0.9999998      0.4262749      0.7001594      0.3304855       5.015119       8.239867      0.0000000E+00
 day              2          25           1           1           1        1975           9                     1 hru0009           0.7162194      5.2722842E-03  9.9999998E-03  5.2722842E-03  0.0000000E+00   1.005272      0.3111960      0.9999998      0.4271360       1.510557      0.0000000E+00   6.317495       8.256166      0.0000000E+00
 day              3          50           1           1           1        1975           9                     1 hru0009           0.7222652      5.2722842E-03  9.9999998E-03  5.2722842E-03  0.0000000E+00   1.005272      0.3124110      0.9999993      0.4297713       2.463805      0.0000000E+00   10.59412       8.282155      0.0000000E+00
 day              4         100           1           1           1        1975           9                     1 hru0009           0.7274632      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3146743      0.9999964      0.4306031      8.9816093E-02   4.660580       9.977215       8.330542      0.0000000E+00
 day              5         150           1           1           1        1975           9                     1 hru0009           0.7310826      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3176566      0.9999804      0.4337067      0.2749767       4.243740       10.04913       8.394250      0.0000000E+00
 day              6         200           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3205909      0.9999107      0.4372553      0.1400943       4.301521       3.369868       8.456884      0.0000000E+00
 day              7         300           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3248873      0.9992469      0.4398833      0.4210544       7.616831       6.780248       8.548507      0.0000000E+00
 day              8         450           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3317196      0.9787498      0.4353670      0.8220100       9.555401       10.06596       8.694015      0.0000000E+00
 day              9         600           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3392986      0.5428548      0.2442154      0.5313997       8.400520       5.646412       8.855174      0.0000000E+00
 day             10         750           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3461450      0.2131508      9.6853264E-02  0.2298841       7.457891       2.239308       9.000558      0.0000000E+00
 day             11         900           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3522461      0.2003133      9.1818713E-02  0.1722107       6.530104       1.581462       9.129978      0.0000000E+00
 day             12        1050           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3576249      0.2000076      9.2375889E-02  8.4073067E-02   5.794889      0.7403290       9.243983      0.0000000E+00
 day             13        1200           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3623273      0.2000002      9.2977777E-02  8.7247372E-02   4.972822      0.7451527       9.343594      0.0000000E+00
 day             14        1500           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3682438      0.2000000      9.3733743E-02  0.1833940       7.313798       1.502424       9.468852      0.0000000E+00
 day             15        1800           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3743480      0.2000000      9.4507433E-02  0.1898255       5.364231       1.514825       9.598018      0.0000000E+00
 day             16        2000           1           1           1        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3781973      0.2000000      9.4992086E-02  0.1287780       2.902739       1.015062       9.679444      0.0000000E+00
 day              1          10           1           1           1        1975          10                     1 hru0010           0.7150851      5.2716997E-03  9.9999998E-03  5.2716997E-03  0.0000000E+00   1.005272      0.3104272      0.9999998      0.4262698      0.6023175      0.3377981       4.322621       8.239718      0.0000000E+00
 day              2          25           1           1           1        1975          10                     1 hru0010           0.7162194      5.2716997E-03  9.9999998E-03  5.2716997E-03  0.0000000E+00   1.005272      0.3111718      0.9999998      0.4271191       1.377873      0.0000000E+00   5.217922       8.255650      0.0000000E+00
 day              3          50           1           1           1        1975          10                     1 hru0010           0.7222652      5.2716997E-03  9.9999998E-03  5.2716997E-03  0.0000000E+00   1.005272      0.3123595      0.9999993      0.4297356       2.247390      0.0000000E+00   8.749806       8.281053      0.0000000E+00
 day              4         100           1           1           1        1975          10                     1 hru0010           0.7274632      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3145721      0.9999964      0.4305331      8.8429451E-02   4.471951       9.823170       8.328358      0.0000000E+00
 day              5         150           1           1           1        1975          10                     1 hru0010           0.7310826      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3174887      0.9999804      0.4335921      0.2707038       4.067264       9.892963       8.390665      0.0000000E+00
 day              6         200           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3203600      0.9999107      0.4370978      0.1400437       4.301571       3.368654       8.451957      0.0000000E+00
 day              7         300           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3245673      0.9992469      0.4396666      0.4208469       7.617039       6.776908       8.541687      0.0000000E+00
 day              8         450           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3312690      0.9787498      0.4350712      0.8214521       9.555959       10.05912       8.684425      0.0000000E+00
 day              9         600           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3387234      0.5428548      0.2440082      0.5309486       8.400971       5.641623       8.842951      0.0000000E+00
 day             10         750           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3454807      0.2131508      9.6760266E-02  0.2296638       7.458111       2.237158       8.986458      0.0000000E+00
 day             11         900           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3515254      0.2003133      9.1724716E-02  0.1755404       6.663359       1.612038       9.114696      0.0000000E+00
 day             12        1050           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3568758      0.2000076      9.2279099E-02  8.8183880E-02   6.084705      0.7765281       9.228112      0.0000000E+00
 day             13        1200           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3615728      0.2000002      9.2880920E-02  9.1514111E-02   5.221540      0.7815924       9.327615      0.0000000E+00
 day             14        1500           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3675125      0.2000000      9.3640618E-02  0.1923714       7.679635       1.575969       9.453373      0.0000000E+00
 day             15        1800           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3736831      0.2000000      9.4423465E-02  0.1991386       5.632586       1.589144       9.583952      0.0000000E+00
 day             16        2000           1           1           1        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3776019      0.2000000      9.4917282E-02  0.1351097       3.047968       1.064971       9.666850      0.0000000E+00
 day              1          10           1           1           1        1975          11                     1 hru0011           0.7150851      5.2699796E-03  9.9999998E-03  5.2699796E-03  0.0000000E+00   1.005270      0.3104069      0.9999998      0.4262552      0.7589457      0.3761566       5.431188       8.239284      0.0000000E+00
 day              2          25           1           1           1        1975          11                     1 hru0011           0.7162194      5.2699796E-03  9.9999998E-03  5.2699796E-03  0.0000000E+00   1.005270      0.3111008      0.9999998      0.4270697       1.663654      0.0000000E+00   6.977390       8.254131      0.0000000E+00
 day              3          50           1           1           1        1975          11                     1 hru0011           0.7222652      5.2699801E-03  9.9999998E-03  5.2699801E-03  0.0000000E+00   1.005270      0.3122079      0.9999993      0.4296306       2.713515      0.0000000E+00   11.69872       8.277812      0.0000000E+00
 day              4         100           1           1           1        1975          11                     1 hru0011           0.7274632      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3142717      0.9999964      0.4303275      8.0343723E-02   4.923411       8.924968       8.321936      0.0000000E+00
 day              5         150           1           1           1        1975          11                     1 hru0011           0.7310826      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3169947      0.9999804      0.4332547      0.2458773       4.513841       8.985679       8.380116      0.0000000E+00
 day              6         200           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3196795      0.9999107      0.4366333      0.1606531       4.940038       3.864405       8.437434      0.0000000E+00
 day              7         300           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3236227      0.9992469      0.4390262      0.4825907       8.748000       7.771168       8.521548      0.0000000E+00
 day              8         450           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3299329      0.9787498      0.4341929      0.9414387       10.97582       11.52842       8.655984      0.0000000E+00
 day              9         600           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3370068      0.5428548      0.2433892      0.6081867       9.649096       6.462318       8.806467      0.0000000E+00
 day             10         750           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3434838      0.2131508      9.6480228E-02  0.2629786       8.565546       2.561683       8.944066      0.0000000E+00
 day             11         900           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3493421      0.2003133      9.1439448E-02  0.2031775       7.737123       1.865835       9.068392      0.0000000E+00
 day             12        1050           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3545887      0.2000076      9.1982916E-02  0.1035976       7.171609      0.9122584       9.179639      0.0000000E+00
 day             13        1200           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3592501      0.2000002      9.2582099E-02  0.1075091       6.154319      0.9182010       9.278416      0.0000000E+00
 day             14        1500           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3652335      0.2000000      9.3349829E-02  0.2260199       9.051738       1.851631       9.405128      0.0000000E+00
 day             15        1800           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3715783      0.2000000      9.4157174E-02  0.2340379       6.639094       1.867645       9.539417      0.0000000E+00
 day             16        2000           1           1           1        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3756933      0.2000000      9.4677098E-02  0.1588342       3.592665       1.251973       9.626477      0.0000000E+00
 day              1          10           1           1           1        1975          12                     1 hru0012           0.7150851      5.2714576E-03  9.9999998E-03  5.2714576E-03  0.0000000E+00   1.005271      0.3104244      0.9999998      0.4262678      0.6715099      0.3869905       4.812345       8.239657      0.0000000E+00
 day              2          25           1           1           1        1975          12                     1 hru0012           0.7162194      5.2714576E-03  9.9999998E-03  5.2714576E-03  0.0000000E+00   1.005271      0.3111618      0.9999998      0.4271122       1.551383      0.0000000E+00   5.995355       8.255437      0.0000000E+00
 day              3          50           1           1           1        1975          12                     1 hru0012           0.7222652      5.2714576E-03  9.9999998E-03  5.2714576E-03  0.0000000E+00   1.005271      0.3123382      0.9999993      0.4297208       2.530395      0.0000000E+00   10.05329       8.280599      0.0000000E+00
 day              4         100           1           1           1        1975          12                     1 hru0012           0.7274632      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3145301      0.9999964      0.4305044      8.2401276E-02   4.731333       9.153526       8.327459      0.0000000E+00
 day              5         150           1           1           1        1975          12                     1 hru0012           0.7310826      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3174196      0.9999804      0.4335449      0.2522388       4.326727       9.218176       8.389190      0.0000000E+00
 day              6         200           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3202648      0.9999107      0.4370328      0.1427331       4.384851       3.433346       8.449926      0.0000000E+00
 day              7         300           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3244354      0.9992469      0.4395773      0.4289050       7.764552       6.906671       8.538876      0.0000000E+00
 day              8         450           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3310831      0.9787498      0.4349490      0.8371153       9.741145       10.25093       8.680467      0.0000000E+00
 day              9         600           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3384854      0.5428548      0.2439225      0.5410347       8.563758       5.748793       8.837893      0.0000000E+00
 day             10         750           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3452051      0.2131508      9.6721664E-02  0.2340155       7.602551       2.279547       8.980609      0.0000000E+00
 day             11         900           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3512256      0.2003133      9.1685608E-02  0.1774368       6.738304       1.629456       9.108338      0.0000000E+00
 day             12        1050           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3565634      0.2000076      9.2238694E-02  8.8145256E-02   6.084743      0.7761882       9.221492      0.0000000E+00
 day             13        1200           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3612572      0.2000002      9.2840374E-02  9.1474056E-02   5.221581      0.7812513       9.320930      0.0000000E+00
 day             14        1500           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3672053      0.2000000      9.3601473E-02  0.1922908       7.679715       1.575310       9.446869      0.0000000E+00
 day             15        1800           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3734022      0.2000000      9.4387963E-02  0.1990638       5.632661       1.588547       9.578009      0.0000000E+00
 day             16        2000           1           1           1        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3773493      0.2000000      9.4885528E-02  0.1350646       3.048013       1.064614       9.661506      0.0000000E+00
 day              1          10           2           1           2        1975           1                     1 hru0001           0.6954528      4.4373483E-03  9.9999998E-03  4.4373483E-03  0.0000000E+00   1.004437      0.2600813      0.9999998      0.3844622      0.4043494      0.4670640       3.075738       7.152118      0.0000000E+00
 day              2          25           2           1           2        1975           1                     1 hru0001           0.6975832      4.4373488E-03  9.9999998E-03  4.4373488E-03  0.0000000E+00   1.004437      0.2615993      0.9999998      0.3861727       1.281553      3.6859684E-04   1.994895       7.185276      0.0000000E+00
 day              3          50           2           1           2        1975           1                     1 hru0001           0.7090236      4.4373493E-03  9.9999998E-03  4.4373493E-03  0.0000000E+00   1.004437      0.2640220      0.9999993      0.3911248       2.097023      6.1432802E-04   3.367090       7.238139      0.0000000E+00
 day              4         100           2           1           2        1975           1                     1 hru0001           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2685399      0.9999964      0.3954656       4.497039      0.0000000E+00   4.861766       7.336546      0.0000000E+00
 day              5         150           2           1           2        1975           1                     1 hru0001           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2745023      0.9999804      0.4012899       4.277716      0.0000000E+00   4.932706       7.466077      0.0000000E+00
 day              6         200           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2803780      0.9999107      0.4089135      5.5838227E-02   4.242224       2.993672       7.593371      0.0000000E+00
 day              7         300           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2889942      0.9992469      0.4148734      0.2936265       7.484929       6.073915       7.779453      0.0000000E+00
 day              8         450           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3027197      0.9787498      0.4159013      0.6805599       9.362083       9.135190       8.074594      0.0000000E+00
 day              9         600           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3179620      0.5428548      0.2364120      0.4666976       8.177085       5.235291       8.400771      0.0000000E+00
 day             10         750           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3317289      0.2131508      9.4814964E-02  0.2087051       7.231068       2.112814       8.694213      0.0000000E+00
 day             11         900           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3439822      0.2003133      9.0735257E-02  0.1621318       6.412110       1.527047       8.954649      0.0000000E+00
 day             12        1050           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3547633      0.2000076      9.2005566E-02  8.1996083E-02   5.796967      0.7345350       9.183341      0.0000000E+00
 day             13        1200           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3641655      0.2000002      9.3213335E-02  8.6093664E-02   4.973976      0.7441589       9.382518      0.0000000E+00
 day             14        1500           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3759541      0.2000000      9.4709940E-02  0.1834977       7.313694       1.512168       9.631993      0.0000000E+00
 day             15        1800           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3880534      0.2000000      9.6221901E-02  0.1920091       5.362048       1.536259       9.887871      0.0000000E+00
 day             16        2000           2           1           2        1975           1                     1 hru0001           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3956409      0.2000000      9.7158045E-02  0.1310370       2.900479       1.034116       10.04830      0.0000000E+00
 day              1          10           2           1           2        1975           2                     1 hru0002           0.6693975      4.3676035E-03  9.9999998E-03  4.3676035E-03  0.0000000E+00   1.004368      0.2561797      0.9999998      0.3743255      0.2042273      0.5248381       1.484291       7.066767      0.0000000E+00
