 demo                      SWAT+ 2026-07-13        MODULAR Rev 2026.cb442f7c05fc3bfc34349c446010f452d2737c
 freq       soil_lyr  soil_depth        jday         mon         day          yr        unit                gis_id    name                 sut        tillagef       cons_bmix tillagef_biomix tillagef_tillmix       till_eff            cdg             ox             cs            no3            nh4       co2_resp      soil_temp           emix
 day              2          25           2           1           2        1975           2                     1 hru0002           0.6728801      4.3676035E-03  9.9999998E-03  4.3676035E-03  0.0000000E+00   1.004368      0.2575678      0.9999998      0.3763134       1.062986      3.8052414E-04  0.9717929       7.097155      0.0000000E+00
 day              3          50           2           1           2        1975           2                     1 hru0002           0.6915799      4.3676035E-03  9.9999998E-03  4.3676035E-03  0.0000000E+00   1.004368      0.2597840      0.9999993      0.3831442       1.747392      6.3420687E-04   1.648792       7.145622      0.0000000E+00
 day              4         100           2           1           2        1975           2                     1 hru0002           0.7078869      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2639206      0.9999964      0.3890089       5.478793      0.0000000E+00   7.579811       7.235929      0.0000000E+00
 day              5         150           2           1           2        1975           2                     1 hru0002           0.7147269      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2693886      0.9999804      0.3949060       5.211588      0.0000000E+00   7.693503       7.355006      0.0000000E+00
 day              6         200           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2747903      0.9999107      0.4048183      6.4451039E-02   4.949961       3.457917       7.472322      0.0000000E+00
 day              7         300           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2827415      0.9992469      0.4103608      0.3387755       8.736208       7.009781       7.644483      0.0000000E+00
 day              8         450           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2955051      0.9787498      0.4109154      0.7844028       10.93201       10.53101       7.919642      0.0000000E+00
 day              9         600           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3098637      0.5428548      0.2333819      0.5374874       9.546926       6.029924       8.227659      0.0000000E+00
 day             10         750           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3230490      0.2131508      9.3566284E-02  0.2402811       8.439453       2.432549       8.509316      0.0000000E+00
 day             11         900           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3350007      0.2003133      8.9542866E-02  0.1901302       7.622105       1.790801       8.763814      0.0000000E+00
 day             12        1050           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3457207      0.2000076      9.0825431E-02  9.8650575E-02   7.066324      0.8837516       8.991553      0.0000000E+00
 day             13        1200           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3552555      0.2000002      9.2065938E-02  0.1036348       6.063315      0.8957991       9.193772      0.0000000E+00
 day             14        1500           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3675044      0.2000000      9.3639590E-02  0.2211107       8.916097       1.822168       9.453200      0.0000000E+00
 day             15        1800           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3805008      0.2000000      9.5280930E-02  0.2317231       6.537286       1.854043       9.728163      0.0000000E+00
 day             16        2000           2           1           2        1975           2                     1 hru0002           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3889315      0.2000000      9.6330717E-02  0.1583416       3.536317       1.249618       9.906439      0.0000000E+00
 day              1          10           2           1           2        1975           3                     1 hru0003           0.6954528      4.4371299E-03  9.9999998E-03  4.4371299E-03  0.0000000E+00   1.004437      0.2600784      0.9999998      0.3844599      0.6447148      0.3344782       4.708241       7.152054      0.0000000E+00
 day              2          25           2           1           2        1975           3                     1 hru0003           0.6975831      4.4371299E-03  9.9999998E-03  4.4371299E-03  0.0000000E+00   1.004437      0.2615902      0.9999998      0.3861658       1.434270      2.6395003E-04   4.579770       7.185076      0.0000000E+00
 day              3          50           2           1           2        1975           3                     1 hru0003           0.7090236      4.4371304E-03  9.9999998E-03  4.4371304E-03  0.0000000E+00   1.004437      0.2640029      0.9999993      0.3911106       2.346921      4.3991671E-04   7.729821       7.237723      0.0000000E+00
 day              4         100           2           1           2        1975           3                     1 hru0003           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2685025      0.9999964      0.3954380       4.655390      0.0000000E+00   10.78416       7.335732      0.0000000E+00
 day              5         150           2           1           2        1975           3                     1 hru0003           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2744411      0.9999804      0.4012451       4.428344      0.0000000E+00   10.94106       7.464747      0.0000000E+00
 day              6         200           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2802937      0.9999107      0.4088520      5.5829108E-02   4.242234       2.993226       7.591547      0.0000000E+00
 day              7         300           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2888774      0.9992469      0.4147896      0.2935662       7.484990       6.072698       7.776936      0.0000000E+00
 day              8         450           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3025554      0.9787498      0.4157884      0.6803735       9.362269       9.132730       8.071069      0.0000000E+00
 day              9         600           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3177525      0.5428548      0.2363341      0.4665434       8.177239       5.233573       8.396298      0.0000000E+00
 day             10         750           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3314877      0.2131508      9.4780467E-02  0.2086291       7.231143       2.112046       8.689078      0.0000000E+00
 day             11         900           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3437214      0.2003133      9.0700842E-02  0.1620703       6.412172       1.526468       8.949111      0.0000000E+00
 day             12        1050           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3544934      0.2000076      9.1970555E-02  8.1964910E-02   5.796998      0.7342561       9.177620      0.0000000E+00
 day             13        1200           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3638948      0.2000002      9.3178675E-02  8.6061656E-02   4.974008      0.7438827       9.376785      0.0000000E+00
 day             14        1500           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3756935      0.2000000      9.4677120E-02  0.1834341       7.313758       1.511645       9.626481      0.0000000E+00
 day             15        1800           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3878187      0.2000000      9.6192792E-02  0.1919510       5.362106       1.535795       9.882908      0.0000000E+00
 day             16        2000           2           1           2        1975           3                     1 hru0003           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3954322      0.2000000      9.7132415E-02  0.1310024       2.900514       1.033844       10.04388      0.0000000E+00
 day              1          10           2           1           2        1975           4                     1 hru0004           0.6954528      4.4368836E-03  9.9999998E-03  4.4368836E-03  0.0000000E+00   1.004437      0.2600750      0.9999998      0.3844574      0.6048532      0.2913199       4.498855       7.151981      0.0000000E+00
 day              2          25           2           1           2        1975           4                     1 hru0004           0.6975831      4.4368836E-03  9.9999998E-03  4.4368836E-03  0.0000000E+00   1.004437      0.2615798      0.9999998      0.3861581       1.312217      2.2987930E-04   4.248195       7.184850      0.0000000E+00
 day              3          50           2           1           2        1975           4                     1 hru0004           0.7090236      4.4368836E-03  9.9999998E-03  4.4368836E-03  0.0000000E+00   1.004437      0.2639813      0.9999993      0.3910945       2.147204      3.8313214E-04   7.170038       7.237252      0.0000000E+00
 day              4         100           2           1           2        1975           4                     1 hru0004           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2684602      0.9999964      0.3954069       4.212021      0.0000000E+00   10.88602       7.334811      0.0000000E+00
 day              5         150           2           1           2        1975           4                     1 hru0004           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2743717      0.9999804      0.4011944       4.006598      0.0000000E+00   11.04388       7.463243      0.0000000E+00
 day              6         200           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2801984      0.9999107      0.4087825      5.7679772E-02   4.383653       3.092479       7.589485      0.0000000E+00
 day              7         300           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2887455      0.9992469      0.4146948      0.3032814       7.734568       6.273705       7.774089      0.0000000E+00
 day              8         450           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3023695      0.9787498      0.4156606      0.7028360       9.674574       9.434292       8.067080      0.0000000E+00
 day              9         600           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3175153      0.5428548      0.2362459      0.4819151       8.450005       5.406024       8.391233      0.0000000E+00
 day             10         750           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3312142      0.2131508      9.4741367E-02  0.2154948       7.472280       2.181552       8.683258      0.0000000E+00
 day             11         900           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3434255      0.2003133      9.0661794E-02  0.1651564       6.537158       1.555537       8.942828      0.0000000E+00
 day             12        1050           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3541869      0.2000076      9.1930799E-02  8.1929445E-02   5.797033      0.7339393       9.171123      0.0000000E+00
 day             13        1200           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3635872      0.2000002      9.3139291E-02  8.6025298E-02   4.974044      0.7435688       9.370273      0.0000000E+00
 day             14        1500           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3753971      0.2000000      9.4639763E-02  0.1833618       7.313830       1.511050       9.620210      0.0000000E+00
 day             15        1800           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3875513      0.2000000      9.6159630E-02  0.1918849       5.362172       1.535267       9.877254      0.0000000E+00
 day             16        2000           2           1           2        1975           4                     1 hru0004           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3951942      0.2000000      9.7103179E-02  0.1309630       2.900554       1.033533       10.03885      0.0000000E+00
 day              1          10           2           1           2        1975           5                     1 hru0005           0.6954529      4.4369539E-03  9.9999998E-03  4.4369539E-03  0.0000000E+00   1.004437      0.2600760      0.9999998      0.3844582      0.7205794      0.2807540       5.234670       7.152002      0.0000000E+00
 day              2          25           2           1           2        1975           5                     1 hru0005           0.6975832      4.4369544E-03  9.9999998E-03  4.4369544E-03  0.0000000E+00   1.004437      0.2615828      0.9999998      0.3861603       1.464836      2.2154534E-04   5.413272       7.184915      0.0000000E+00
 day              3          50           2           1           2        1975           5                     1 hru0005           0.7090236      4.4369544E-03  9.9999998E-03  4.4369544E-03  0.0000000E+00   1.004437      0.2639875      0.9999993      0.3910992       2.396938      3.6924222E-04   9.136483       7.237388      0.0000000E+00
 day              4         100           2           1           2        1975           5                     1 hru0005           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2684723      0.9999964      0.3954158       4.497039      0.0000000E+00   10.59951       7.335075      0.0000000E+00
 day              5         150           2           1           2        1975           5                     1 hru0005           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2743916      0.9999804      0.4012089       4.277716      0.0000000E+00   10.75336       7.463675      0.0000000E+00
 day              6         200           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2802257      0.9999107      0.4088024      5.6566179E-02   4.298804       3.032770       7.590076      0.0000000E+00
 day              7         300           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2887833      0.9992469      0.4147220      0.2974310       7.584836       6.152671       7.774906      0.0000000E+00
 day              8         450           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3024228      0.9787498      0.4156973      0.6892936       9.487259       9.252498       8.068224      0.0000000E+00
 day              9         600           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3175834      0.5428548      0.2362712      0.4726382       8.286402       5.301954       8.392687      0.0000000E+00
 day             10         750           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3312927      0.2131508      9.4752610E-02  0.2113489       7.327626       2.139581       8.684930      0.0000000E+00
 day             11         900           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3435104      0.2003133      9.0673015E-02  0.1633055       6.462161       1.538124       8.944633      0.0000000E+00
 day             12        1050           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3542749      0.2000076      9.1942213E-02  8.1968009E-02   5.796995      0.7343068       9.172989      0.0000000E+00
 day             13        1200           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3636756      0.2000002      9.3150601E-02  8.6065650E-02   4.974004      0.7439390       9.372144      0.0000000E+00
 day             14        1500           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3754823      0.2000000      9.4650500E-02  0.1834465       7.313745       1.511790       9.622013      0.0000000E+00
 day             15        1800           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3876282      0.2000000      9.6169166E-02  0.1919709       5.362086       1.535998       9.878881      0.0000000E+00
 day             16        2000           2           1           2        1975           5                     1 hru0005           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3952627      0.2000000      9.7111598E-02  0.1310201       2.900496       1.034012       10.04030      0.0000000E+00
 day              1          10           2           1           2        1975           6                     1 hru0006           0.6954528      4.4366675E-03  9.9999998E-03  4.4366675E-03  0.0000000E+00   1.004437      0.2600722      0.9999998      0.3844552      0.6999382      0.2667187       5.118399       7.151918      0.0000000E+00
 day              2          25           2           1           2        1975           6                     1 hru0006           0.6975832      4.4366675E-03  9.9999998E-03  4.4366675E-03  0.0000000E+00   1.004437      0.2615708      0.9999998      0.3861513       1.413976      2.1045645E-04   5.229113       7.184652      0.0000000E+00
 day              3          50           2           1           2        1975           6                     1 hru0006           0.7090236      4.4366666E-03  9.9999998E-03  4.4366666E-03  0.0000000E+00   1.004437      0.2639625      0.9999993      0.3910805       2.313716      3.5076073E-04   8.825450       7.236842      0.0000000E+00
 day              4         100           2           1           2        1975           6                     1 hru0006           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2684232      0.9999964      0.3953797      0.1590332       4.294799       12.19324       7.334006      0.0000000E+00
 day              5         150           2           1           2        1975           6                     1 hru0006           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2743112      0.9999804      0.4011502      0.3750138       3.871031       12.36954       7.461930      0.0000000E+00
 day              6         200           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2801151      0.9999107      0.4087217      0.1370881       4.304250       3.092024       7.587684      0.0000000E+00
 day              7         300           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2886301      0.9992469      0.4146120      0.4058444       7.632006       6.272464       7.771603      0.0000000E+00
 day              8         450           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3022069      0.9787498      0.4155489      0.7930861       9.584324       9.431779       8.063593      0.0000000E+00
 day              9         600           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3173078      0.5428548      0.2361687      0.5156186       8.416302       5.404266       8.386803      0.0000000E+00
 day             10         750           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3309748      0.2131508      9.4707131E-02  0.2249590       7.462816       2.180765       8.678164      0.0000000E+00
 day             11         900           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3431663      0.2003133      9.0627581E-02  0.1700412       6.532273       1.554951       8.937325      0.0000000E+00
 day             12        1050           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3539182      0.2000076      9.1895916E-02  8.3649814E-02   5.795313      0.7336614       9.165427      0.0000000E+00
 day             13        1200           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3633173      0.2000002      9.3104705E-02  8.7366223E-02   4.972703      0.7432932       9.364558      0.0000000E+00
 day             14        1500           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3751367      0.2000000      9.4606943E-02  0.1850607       7.312131       1.510527       9.614702      0.0000000E+00
 day             15        1800           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3873160      0.2000000      9.6130438E-02  0.1930151       5.361042       1.534802       9.872280      0.0000000E+00
 day             16        2000           2           1           2        1975           6                     1 hru0006           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3949846      0.2000000      9.7077429E-02  0.1315485       2.899968       1.033260       10.03442      0.0000000E+00
 day              1          10           2           1           2        1975           7                     1 hru0007           0.6954528      4.4374913E-03  9.9999998E-03  4.4374913E-03  0.0000000E+00   1.004437      0.2600832      0.9999998      0.3844636      0.3830414      0.4194386       2.986961       7.152160      0.0000000E+00
 day              2          25           2           1           2        1975           7                     1 hru0007           0.6975831      4.4374913E-03  9.9999998E-03  4.4374913E-03  0.0000000E+00   1.004437      0.2616053      0.9999998      0.3861771       1.179850      3.3102249E-04   1.854327       7.185406      0.0000000E+00
 day              3          50           2           1           2        1975           7                     1 hru0007           0.7090236      4.4374908E-03  9.9999998E-03  4.4374908E-03  0.0000000E+00   1.004437      0.2640344      0.9999993      0.3911341       1.930607      5.5170414E-04   3.129871       7.238410      0.0000000E+00
 day              4         100           2           1           2        1975           7                     1 hru0007           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2685644      0.9999964      0.3954836      5.6559920E-02   4.333886       4.329857       7.337077      0.0000000E+00
 day              5         150           2           1           2        1975           7                     1 hru0007           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2745423      0.9999804      0.4013191      0.1332237       4.052496       4.393155       7.466944      0.0000000E+00
 day              6         200           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2804330      0.9999107      0.4089536      0.1327426       4.165325       2.993964       7.594561      0.0000000E+00
 day              7         300           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2890703      0.9992469      0.4149280      0.3930548       7.385501       6.074708       7.781094      0.0000000E+00
 day              8         450           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3028269      0.9787498      0.4159749      0.7682922       9.274351       9.136791       8.076892      0.0000000E+00
 day              9         600           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3180985      0.5428548      0.2364627      0.4996074       8.144175       5.236408       8.403686      0.0000000E+00
 day             10         750           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3318861      0.2131508      9.4837427E-02  0.2180016       7.221771       2.113313       8.697557      0.0000000E+00
 day             11         900           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3441520      0.2003133      9.0757661E-02  0.1670314       6.407211       1.527423       8.958254      0.0000000E+00
 day             12        1050           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3549390      0.2000076      9.2028342E-02  8.3770394E-02   5.795192      0.7347166       9.187064      0.0000000E+00
 day             13        1200           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3643416      0.2000002      9.3235865E-02  8.7489307E-02   4.972580      0.7443382       9.386246      0.0000000E+00
 day             14        1500           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3761233      0.2000000      9.4731271E-02  0.1853039       7.311889       1.512508       9.635574      0.0000000E+00
 day             15        1800           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3882056      0.2000000      9.6240774E-02  0.1932366       5.360820       1.536560       9.891090      0.0000000E+00
 day             16        2000           2           1           2        1975           7                     1 hru0007           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3957760      0.2000000      9.7174630E-02  0.1316802       2.899836       1.034292       10.05115      0.0000000E+00
 day              1          10           2           1           2        1975           8                     1 hru0008           0.6954528      4.4326871E-03  9.9999998E-03  4.4326871E-03  0.0000000E+00   1.004433      0.2600188      0.9999998      0.3844142      0.2461014      0.3069549       2.233801       7.150752      0.0000000E+00
 day              2          25           2           1           2        1975           8                     1 hru0008           0.6975833      4.4326871E-03  9.9999998E-03  4.4326871E-03  0.0000000E+00   1.004433      0.2614039      0.9999998      0.3860267      0.8136762      2.4198824E-04  0.6619607       7.181009      0.0000000E+00
 day              3          50           2           1           2        1975           8                     1 hru0008           0.7090236      4.4326871E-03  9.9999998E-03  4.4326871E-03  0.0000000E+00   1.004433      0.2636150      0.9999993      0.3908215       1.331429      4.0331372E-04   1.116857       7.229264      0.0000000E+00
 day              4         100           2           1           2        1975           8                     1 hru0008           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2677411      0.9999964      0.3948769      9.5708907E-02   5.052895       7.332259       7.319161      0.0000000E+00
 day              5         150           2           1           2        1975           8                     1 hru0008           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2731930      0.9999804      0.4003317      0.2253556       4.683114       7.432602       7.437664      0.0000000E+00
 day              6         200           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2785759      0.9999107      0.4075972      0.1367033       4.304636       3.083586       7.554365      0.0000000E+00
 day              7         300           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2864936      0.9992469      0.4130746      0.4043248       7.633525       6.249400       7.725516      0.0000000E+00
 day              8         450           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2991847      0.9787498      0.4134658      0.7890910       9.588320       9.384899       7.998718      0.0000000E+00
 day              9         600           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3134280      0.5428548      0.2347204      0.5124516       8.419468       5.371284       8.303902      0.0000000E+00
 day             10         750           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3264693      0.2131508      9.4060294E-02  0.2234221       7.464353       2.165900       8.582218      0.0000000E+00
 day             11         900           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3382529      0.2003133      8.9976452E-02  0.1817222       7.032849       1.661792       8.832952      0.0000000E+00
 day             12        1050           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3487871      0.2000076      9.1227338E-02  9.8611116E-02   6.882636      0.8648937       9.056618      0.0000000E+00
 day             13        1200           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3581249      0.2000002      9.2436999E-02  0.1030031       5.905811      0.8763401       9.254578      0.0000000E+00
 day             14        1500           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3700708      0.2000000      9.3965985E-02  0.2182702       8.684615       1.781615       9.507518      0.0000000E+00
 day             15        1800           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3826736      0.2000000      9.5552579E-02  0.2278271       6.367593       1.811638       9.774113      0.0000000E+00
 day             16        2000           2           1           2        1975           8                     1 hru0008           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3908016      0.2000000      9.6562028E-02  0.1553841       3.444527       1.220490       9.945978      0.0000000E+00
