unit_name,unit_kind,source_file,start_line,parent_unit,reachable_from_main,depth_from_main,first_path_from_main,called_by_known,called_by_reachable_from_main,calls_known_local,calls_known_local_count,calls_unresolved_or_external,calls_ambiguous_local_names,raw_call_sites
cb_write_depth_row,subroutine,SWATPLUS/swatplus/src/carbon_module.f90,666,carbon_module,yes,3,main > command > soil_carbvar_write > cb_write_depth_row,cb_cbn_lyr_emit;cb_cflux_stat_emit;cb_cpool_stat_emit;cb_n_p_pool_emit;cb_soil_snap_emit;soil_carbvar_write,cb_cbn_lyr_emit;cb_cflux_stat_emit;cb_cpool_stat_emit;cb_n_p_pool_emit;cb_soil_snap_emit;soil_carbvar_write,,0,,,
cv_drv_blocks,subroutine,SWATPLUS/swatplus/src/soil_carbvar_write.f90,89,soil_carbvar_write,yes,3,main > command > soil_carbvar_write > cv_drv_blocks,soil_carbvar_write,soil_carbvar_write,cb_write_var_block,1,,,cb_write_var_block:95;cb_write_var_block:97;cb_write_var_block:99;cb_write_var_block:101;cb_write_var_block:103;cb_write_var_block:105;cb_write_var_block:107;cb_write_var_block:109;cb_write_var_block:111;cb_write_var_block:113;cb_write_var_block:115;cb_write_var_block:117;cb_write_var_block:119;cb_write_var_block:121
cv_dyn_blocks,subroutine,SWATPLUS/swatplus/src/soil_carbvar_write.f90,124,soil_carbvar_write,yes,3,main > command > soil_carbvar_write > cv_dyn_blocks,soil_carbvar_write,soil_carbvar_write,cb_write_var_block,1,,,cb_write_var_block:131;cb_write_var_block:133;cb_write_var_block:135;cb_write_var_block:137;cb_write_var_block:139;cb_write_var_block:141;cb_write_var_block:144;cb_write_var_block:146;cb_write_var_block:148;cb_write_var_block:151;cb_write_var_block:153;cb_write_var_block:155;cb_write_var_block:157;cb_write_var_block:159;cb_write_var_block:161;cb_write_var_block:163;cb_write_var_block:165;cb_write_var_block:167;cb_write_var_block:169;cb_write_var_block:171;cb_write_var_block:173
cv_emit_row_id_csv,subroutine,SWATPLUS/swatplus/src/soil_carbvar_write.f90,82,soil_carbvar_write,yes,3,main > command > soil_carbvar_write > cv_emit_row_id_csv,soil_carbvar_write,soil_carbvar_write,,0,,,
cv_emit_row_id_txt,subroutine,SWATPLUS/swatplus/src/soil_carbvar_write.f90,76,soil_carbvar_write,yes,3,main > command > soil_carbvar_write > cv_emit_row_id_txt,soil_carbvar_write,soil_carbvar_write,,0,,,
cb_cbn_lyr_emit,subroutine,SWATPLUS/swatplus/src/soil_nutcarb_write.f90,587,soil_nutcarb_write,yes,3,main > command > soil_nutcarb_write > cb_cbn_lyr_emit,soil_nutcarb_write,soil_nutcarb_write,cb_emit_row_id_csv;cb_emit_row_id_txt;cb_write_depth_row;cb_write_var_block,4,,,cb_emit_row_id_txt:603;cb_write_depth_row:605;cb_write_var_block:608;cb_write_var_block:611;cb_emit_row_id_csv:614;cb_write_depth_row:616;cb_write_var_block:619;cb_write_var_block:622
cb_cflux_stat_emit,subroutine,SWATPLUS/swatplus/src/soil_nutcarb_write.f90,470,soil_nutcarb_write,yes,3,main > command > soil_nutcarb_write > cb_cflux_stat_emit,soil_nutcarb_write,soil_nutcarb_write,cb_cflux_emit_blocks;cb_emit_row_id_csv;cb_emit_row_id_txt;cb_write_depth_row,4,,,cb_emit_row_id_txt:489;cb_write_depth_row:491;cb_cflux_emit_blocks:493;cb_emit_row_id_csv:496;cb_write_depth_row:498;cb_cflux_emit_blocks:499
cb_cpool_stat_emit,subroutine,SWATPLUS/swatplus/src/soil_nutcarb_write.f90,254,soil_nutcarb_write,yes,3,main > command > soil_nutcarb_write > cb_cpool_stat_emit,soil_nutcarb_write,soil_nutcarb_write,cb_emit_row_id_csv;cb_write_depth_row;cb_write_var_block,3,,,cb_write_depth_row:277;cb_write_var_block:279;cb_write_var_block:281;cb_write_var_block:283;cb_write_var_block:285;cb_write_var_block:287;cb_write_var_block:289;cb_write_var_block:291;cb_write_var_block:293;cb_write_var_block:295;cb_write_var_block:297;cb_emit_row_id_csv:301;cb_write_depth_row:303;cb_write_var_block:305;cb_write_var_block:307;cb_write_var_block:309;cb_write_var_block:311;cb_write_var_block:313;cb_write_var_block:315;cb_write_var_block:317;cb_write_var_block:319;cb_write_var_block:321;cb_write_var_block:323
cb_n_p_pool_emit,subroutine,SWATPLUS/swatplus/src/soil_nutcarb_write.f90,340,soil_nutcarb_write,yes,3,main > command > soil_nutcarb_write > cb_n_p_pool_emit,soil_nutcarb_write,soil_nutcarb_write,cb_emit_row_id_csv;cb_emit_row_id_txt;cb_write_depth_row;cb_write_var_block,4,,,cb_emit_row_id_txt:356;cb_write_depth_row:358;cb_write_var_block:361;cb_write_var_block:363;cb_write_var_block:365;cb_write_var_block:367;cb_write_var_block:369;cb_write_var_block:371;cb_write_var_block:373;cb_write_var_block:375;cb_write_var_block:377;cb_write_var_block:380;cb_write_var_block:382;cb_write_var_block:384;cb_write_var_block:386;cb_write_var_block:388;cb_write_var_block:390;cb_write_var_block:392;cb_write_var_block:394;cb_write_var_block:396;cb_emit_row_id_csv:399;cb_write_depth_row:401;cb_write_var_block:403;cb_write_var_block:405;cb_write_var_block:407;cb_write_var_block:409;cb_write_var_block:411;cb_write_var_block:413;cb_write_var_block:415;cb_write_var_block:417;cb_write_var_block:419;cb_write_var_block:421;cb_write_var_block:423;cb_write_var_block:425;cb_write_var_block:427;cb_write_var_block:429;cb_write_var_block:431;cb_write_var_block:433;cb_write_var_block:435;cb_write_var_block:437
cb_plc_stat_emit,subroutine,SWATPLUS/swatplus/src/soil_nutcarb_write.f90,441,soil_nutcarb_write,yes,3,main > command > soil_nutcarb_write > cb_plc_stat_emit,soil_nutcarb_write,soil_nutcarb_write,,0,,,
cb_soil_snap_emit,subroutine,SWATPLUS/swatplus/src/soil_nutcarb_write.f90,641,soil_nutcarb_write,yes,3,main > command > soil_nutcarb_write > cb_soil_snap_emit,cb_soil_snap_period;soil_nutcarb_write,cb_soil_snap_period;soil_nutcarb_write,cb_emit_row_id_csv;cb_emit_row_id_txt;cb_write_depth_row;cb_write_var_block,4,,,cb_emit_row_id_txt:652;cb_write_depth_row:654;cb_write_var_block:656;cb_write_var_block:658;cb_write_var_block:660;cb_write_var_block:662;cb_write_var_block:664;cb_write_var_block:666;cb_write_var_block:668;cb_write_var_block:670;cb_write_var_block:672;cb_write_var_block:674;cb_write_var_block:676;cb_write_var_block:678;cb_write_var_block:680;cb_emit_row_id_csv:683;cb_write_depth_row:685;cb_write_var_block:687;cb_write_var_block:689;cb_write_var_block:691;cb_write_var_block:693;cb_write_var_block:695;cb_write_var_block:697;cb_write_var_block:699;cb_write_var_block:701;cb_write_var_block:703;cb_write_var_block:705;cb_write_var_block:707;cb_write_var_block:709;cb_write_var_block:711
cb_soil_snap_period,subroutine,SWATPLUS/swatplus/src/soil_nutcarb_write.f90,626,soil_nutcarb_write,yes,3,main > command > soil_nutcarb_write > cb_soil_snap_period,soil_nutcarb_write,soil_nutcarb_write,cb_soil_snap_emit,1,,,cb_soil_snap_emit:638
cs_irrig,subroutine,SWATPLUS/swatplus/src/cs_irrig.f90,1,,yes,3,main > command > wallo_control > cs_irrig,wallo_control,wallo_control,,0,,,
salt_irrig,subroutine,SWATPLUS/swatplus/src/salt_irrig.f90,1,,yes,3,main > command > wallo_control > salt_irrig,wallo_control,wallo_control,,0,,,
wallo_canal,subroutine,SWATPLUS/swatplus/src/wallo_canal.f90,1,,yes,3,main > command > wallo_control > wallo_canal,wallo_control,wallo_control,,0,,,
wallo_demand,subroutine,SWATPLUS/swatplus/src/wallo_demand.f90,1,,yes,3,main > command > wallo_control > wallo_demand,wallo_control,wallo_control,actions;conditions,2,,,conditions:95;actions:96;conditions:104;actions:105
wallo_transfer,subroutine,SWATPLUS/swatplus/src/wallo_transfer.f90,1,,yes,3,main > command > wallo_control > wallo_transfer,wallo_control,wallo_control,,0,,,
wallo_treatment,subroutine,SWATPLUS/swatplus/src/wallo_treatment.f90,1,,yes,3,main > command > wallo_control > wallo_treatment,wallo_control,wallo_control,hyd_convert_conc_to_mass;hyd_min;hydcsout_conc_mass,3,,,hyd_convert_conc_to_mass:24;hyd_min:27;hydcsout_conc_mass:36
wallo_use,subroutine,SWATPLUS/swatplus/src/wallo_use.f90,1,,yes,3,main > command > wallo_control > wallo_use,wallo_control,wallo_control,hyd_convert_conc_to_mass;hydcsout_conc_mass,2,,,hyd_convert_conc_to_mass:22;hydcsout_conc_mass:30
wallo_withdraw,subroutine,SWATPLUS/swatplus/src/wallo_withdraw.f90,1,,yes,3,main > command > wallo_control > wallo_withdraw,wallo_control,wallo_control,gwflow_pump_allo,1,,,gwflow_pump_allo:202
split_line,subroutine,SWATPLUS/swatplus/src/utils.f90,295,utils,yes,3,main > hyd_connect > gwflow_chan_read > split_line,get_header_columns;get_num_data_lines;get_row_fields;gwflow_chan_read;gwflow_read;min_header_cols,gwflow_chan_read;gwflow_read,,0,,,
gwflow_output_init,subroutine,SWATPLUS/swatplus/src/gwflow_output.f90,1,,yes,3,main > hyd_connect > gwflow_read > gwflow_output_init,gwflow_read,gwflow_read,gwflow_write_celldef,1,,,gwflow_write_celldef:37
search,subroutine,SWATPLUS/swatplus/src/search.f90,1,,yes,3,main > hyd_connect > hyd_read_connect > search,cli_staread;hyd_read_connect,cli_staread;hyd_read_connect,,0,,,
init_output_path,subroutine,SWATPLUS/swatplus/src/output_path_module.f90,11,output_path_module,yes,3,main > proc_bsn > readcio_read > init_output_path,readcio_read,readcio_read,,0,execute_command_line;get_environment_variable,,get_environment_variable:25;execute_command_line:98;execute_command_line:112
cal_parm_select,subroutine,SWATPLUS/swatplus/src/cal_parm_select.f90,1,,yes,3,main > proc_cal > cal_conditions > cal_parm_select,cal_conditions,cal_conditions,curno;soil_awc_init;soil_text_init,3,,,curno:73;curno:85;soil_awc_init:274;curno:275;soil_awc_init:280;curno:281;soil_awc_init:286;curno:287;soil_awc_init:302;soil_text_init:303;curno:304;soil_text_init:309;soil_text_init:314
hyd_convert_conc_to_mass,subroutine,SWATPLUS/swatplus/src/hydrograph_module.f90,1227,hydrograph_module,yes,3,main > proc_cha > sd_hydsed_init > hyd_convert_conc_to_mass,sd_hydsed_init;wallo_treatment;wallo_use,sd_hydsed_init;wallo_treatment;wallo_use,,0,,,
rcurv_interp_dep,subroutine,SWATPLUS/swatplus/src/rcurv_interp_dep.f90,1,,yes,3,main > proc_cha > sd_hydsed_init > rcurv_interp_dep,sd_hydsed_init,sd_hydsed_init,chrc_interp,1,,,chrc_interp:27
sd_rating_curve,subroutine,SWATPLUS/swatplus/src/sd_rating_curve.f90,1,,yes,3,main > proc_cha > sd_hydsed_init > sd_rating_curve,sd_hydsed_init,sd_hydsed_init,,0,,,
cli_initwgn,subroutine,SWATPLUS/swatplus/src/cli_initwgn.f90,1,,yes,3,main > proc_date_time > cli_wgnread > cli_initwgn,cli_wgnread,cli_wgnread,,0,,,
gcycl,subroutine,SWATPLUS/swatplus/src/gcycl.f90,1,,yes,3,main > proc_date_time > cli_wgnread > gcycl,cli_wgnread,cli_wgnread,,0,,,
read_mgtops,subroutine,SWATPLUS/swatplus/src/read_mgtops.f90,1,,yes,3,main > proc_db > mgt_read_mgtops > read_mgtops,mgt_read_mgtops,mgt_read_mgtops,,0,,,
cn2_init,subroutine,SWATPLUS/swatplus/src/cn2_init.f90,1,,yes,3,main > proc_hru > cn2_init_all > cn2_init,actions;cn2_init_all,actions;cn2_init_all,curno,1,,,curno:32
hru_lum_init,subroutine,SWATPLUS/swatplus/src/hru_lum_init.f90,1,,yes,3,main > proc_hru > hru_lum_init_all > hru_lum_init,actions;hru_lum_init_all,actions;hru_lum_init_all,,0,,,
allocate_parms,subroutine,SWATPLUS/swatplus/src/allocate_parms.f90,1,,yes,3,main > proc_hru > hru_read > allocate_parms,hru_read,hru_read,zero0;zero1;zero2;zeroini,4,,,zero0:217;zero1:218;zero2:219;zeroini:220
plant_init,subroutine,SWATPLUS/swatplus/src/plant_init.f90,1,,yes,3,main > proc_hru > plant_all_init > plant_init,actions;plant_all_init,actions;plant_all_init,pl_partition;pl_root_gro;pl_rootfr;pl_seed_gro;xmon,5,,,xmon:148;xmon:159;xmon:180;xmon:189;xmon:215;xmon:243;xmon:251;pl_root_gro:341;pl_seed_gro:342;pl_partition:343;pl_root_gro:344;pl_rootfr:345
layersplit,subroutine,SWATPLUS/swatplus/src/layersplit.f90,1,,yes,3,main > proc_hru > soils_init > layersplit,soils_init,soils_init,,0,,,
soil_phys_init,subroutine,SWATPLUS/swatplus/src/soil_phys_init.f90,1,,yes,3,main > proc_hru > soils_init > soil_phys_init,soils_init,soils_init,,0,,,
soils_test_adjust,subroutine,SWATPLUS/swatplus/src/soils_test_adjust.f90,1,,yes,3,main > proc_hru > soils_init > soils_test_adjust,soils_init,soils_init,,0,,,
ttcoef_wway,subroutine,SWATPLUS/swatplus/src/ttcoef_wway.f90,1,,yes,3,main > proc_hru > structure_set_parms > ttcoef_wway,structure_set_parms,structure_set_parms,,0,,,
carbon_legacy_open,subroutine,SWATPLUS/swatplus/src/carbon_legacy_module.f90,458,carbon_legacy_module,yes,3,main > proc_open > output_landscape_init > carbon_legacy_open,output_landscape_init,output_landscape_init,open_output_file;soil_nutcarb_write_legacy,2,,,open_output_file:478;open_output_file:482;open_output_file:487;open_output_file:491;open_output_file:496;open_output_file:502;open_output_file:511;open_output_file:516;open_output_file:523;open_output_file:528;soil_nutcarb_write_legacy:537;open_output_file:541;open_output_file:547;open_output_file:554;open_output_file:560;open_output_file:567;open_output_file:573;open_output_file:588;open_output_file:593;open_output_file:600;open_output_file:605;open_output_file:612;open_output_file:617;open_output_file:624;open_output_file:630;open_output_file:643
open_cb_banner_pair,subroutine,SWATPLUS/swatplus/src/output_landscape_init.f90,1501,output_landscape_init,yes,3,main > proc_open > output_landscape_init > open_cb_banner_pair,output_landscape_init,output_landscape_init,cb_write_cbn_lyr_header;open_output_file,2,,,open_output_file:1509;cb_write_cbn_lyr_header:1511;open_output_file:1514;cb_write_cbn_lyr_header:1516
open_cb_flat_pair,subroutine,SWATPLUS/swatplus/src/output_landscape_init.f90,1484,output_landscape_init,yes,3,main > proc_open > output_landscape_init > open_cb_flat_pair,output_landscape_init,output_landscape_init,cb_write_flat_header;open_output_file,2,,,open_output_file:1489;cb_write_flat_header:1491;open_output_file:1494;cb_write_flat_header:1496
open_cb_wide_pair,subroutine,SWATPLUS/swatplus/src/output_landscape_init.f90,1463,output_landscape_init,yes,3,main > proc_open > output_landscape_init > open_cb_wide_pair,output_landscape_init,output_landscape_init,cb_write_wide_header;open_output_file,2,,,open_output_file:1472;cb_write_wide_header:1474;open_output_file:1477;cb_write_wide_header:1479
res_convert_mass,subroutine,SWATPLUS/swatplus/src/hydrograph_module.f90,1276,hydrograph_module,yes,3,main > proc_res > res_initial > res_convert_mass,res_initial;wet_initial,res_initial;wet_initial,,0,,,
cs_fert,subroutine,SWATPLUS/swatplus/src/cs_fert.f90,1,,yes,3,main > time_control > actions > cs_fert,actions;mgt_sched,actions;mgt_sched,,0,,,
hru_fr_change,subroutine,SWATPLUS/swatplus/src/hru_fr_change.f90,1,,yes,3,main > time_control > actions > hru_fr_change,actions,actions,,0,,,
mgt_harvbiomass,subroutine,SWATPLUS/swatplus/src/mgt_harvbiomass.f90,1,,yes,3,main > time_control > actions > mgt_harvbiomass,actions;mgt_sched,actions;mgt_sched,,0,,,
mgt_harvgrain,subroutine,SWATPLUS/swatplus/src/mgt_harvgrain.f90,1,,yes,3,main > time_control > actions > mgt_harvgrain,actions;mgt_sched,actions;mgt_sched,,0,,,
mgt_harvresidue,subroutine,SWATPLUS/swatplus/src/mgt_harvresidue.f90,1,,yes,3,main > time_control > actions > mgt_harvresidue,actions;mgt_sched,actions;mgt_sched,,0,,,
mgt_harvtuber,subroutine,SWATPLUS/swatplus/src/mgt_harvtuber.f90,1,,yes,3,main > time_control > actions > mgt_harvtuber,actions;mgt_sched,actions;mgt_sched,pl_rootfr,1,,,pl_rootfr:50
mgt_killop,subroutine,SWATPLUS/swatplus/src/mgt_killop.f90,1,,yes,3,main > time_control > actions > mgt_killop,actions;mgt_sched,actions;mgt_sched,pl_rootfr;plg_zero,2,,,pl_rootfr:29;plg_zero:75
mgt_newtillmix_cswat1,subroutine,SWATPLUS/swatplus/src/mgt_newtillmix_cswat1.f90,1,,yes,3,main > time_control > actions > mgt_newtillmix_cswat1,actions;mgt_sched,actions;mgt_sched,mgt_tillfactor,1,,,mgt_tillfactor:241
mgt_newtillmix_wet,subroutine,SWATPLUS/swatplus/src/mgt_newtillmix_wet.f90,1,,yes,3,main > time_control > actions > mgt_newtillmix_wet,actions;mgt_sched,actions;mgt_sched,,0,,,
mgt_transplant,subroutine,SWATPLUS/swatplus/src/mgt_transplant.f90,1,,yes,3,main > time_control > actions > mgt_transplant,actions;mgt_sched,actions;mgt_sched,pl_partition;pl_root_gro;pl_seed_gro,3,,,pl_root_gro:56;pl_seed_gro:57;pl_partition:58
pest_apply,subroutine,SWATPLUS/swatplus/src/pest_apply.f90,1,,yes,3,main > time_control > actions > pest_apply,actions;mgt_sched,actions;mgt_sched,,0,,,
pl_burnop,subroutine,SWATPLUS/swatplus/src/pl_burnop.f90,1,,yes,3,main > time_control > actions > pl_burnop,actions;mgt_sched,actions;mgt_sched,curno,1,,,curno:37
pl_fert_wet,subroutine,SWATPLUS/swatplus/src/pl_fert_wet.f90,1,,yes,3,main > time_control > actions > pl_fert_wet,actions;mgt_sched,actions;mgt_sched,,0,,,
pl_manure,subroutine,SWATPLUS/swatplus/src/pl_manure.f90,1,,yes,3,main > time_control > actions > pl_manure,actions;mgt_sched,actions;mgt_sched,,0,,,
salt_fert,subroutine,SWATPLUS/swatplus/src/salt_fert.f90,1,,yes,3,main > time_control > actions > salt_fert,actions;mgt_sched,actions;mgt_sched,,0,,,
cli_bounds_check,subroutine,SWATPLUS/swatplus/src/cli_bounds_check.f90,1,,yes,3,main > time_control > cli_precip_control > cli_bounds_check,cli_precip_control;climate_control,cli_precip_control;climate_control,,0,,,
cli_pgen,subroutine,SWATPLUS/swatplus/src/cli_pgen.f90,1,,yes,3,main > time_control > cli_precip_control > cli_pgen,cli_precip_control,cli_precip_control,,0,,,
cli_pgenhr,subroutine,SWATPLUS/swatplus/src/cli_pgenhr.f90,1,,yes,3,main > time_control > cli_precip_control > cli_pgenhr,cli_precip_control,cli_precip_control,,0,,,
cli_clgen,subroutine,SWATPLUS/swatplus/src/cli_clgen.f90,1,,yes,3,main > time_control > climate_control > cli_clgen,climate_control,climate_control,,0,,,
cli_rhgen,subroutine,SWATPLUS/swatplus/src/cli_rhgen.f90,1,,yes,3,main > time_control > climate_control > cli_rhgen,climate_control,climate_control,,0,,,
cli_slrgen,subroutine,SWATPLUS/swatplus/src/cli_slrgen.f90,1,,yes,3,main > time_control > climate_control > cli_slrgen,climate_control,climate_control,,0,,,
cli_tgen,subroutine,SWATPLUS/swatplus/src/cli_tgen.f90,1,,yes,3,main > time_control > climate_control > cli_tgen,climate_control,climate_control,,0,,,
cli_weatgn,subroutine,SWATPLUS/swatplus/src/cli_weatgn.f90,1,,yes,3,main > time_control > climate_control > cli_weatgn,climate_control,climate_control,,0,,,
cli_wndgen,subroutine,SWATPLUS/swatplus/src/cli_wndgen.f90,1,,yes,3,main > time_control > climate_control > cli_wndgen,climate_control,climate_control,,0,,,
cond_integer,subroutine,SWATPLUS/swatplus/src/cond_integer.f90,1,,yes,3,main > time_control > conditions > cond_integer,conditions,conditions,,0,,,
cond_real,subroutine,SWATPLUS/swatplus/src/cond_real.f90,1,,yes,3,main > time_control > conditions > cond_real,conditions,conditions,,0,,,
se_reactions_aquifer,subroutine,SWATPLUS/swatplus/src/se_reactions_aquifer.f90,2,,yes,4,main > command > aqu_1d_control > cs_rctn_aqu > se_reactions_aquifer,cs_rctn_aqu,cs_rctn_aqu,,0,,,
activity_coefficient,subroutine,SWATPLUS/swatplus/src/salt_chem_hru.f90,403,,yes,4,main > command > aqu_1d_control > salt_chem_aqu > activity_coefficient,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,,0,,,
caco3,subroutine,SWATPLUS/swatplus/src/salt_chem_hru.f90,704,,yes,4,main > command > aqu_1d_control > salt_chem_aqu > caco3,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,,0,,,
caso4,subroutine,SWATPLUS/swatplus/src/salt_chem_hru.f90,446,,yes,4,main > command > aqu_1d_control > salt_chem_aqu > caso4,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,,0,,,
cationexchange,subroutine,SWATPLUS/swatplus/src/salt_chem_hru.f90,770,,yes,4,main > command > aqu_1d_control > salt_chem_aqu > cationexchange,salt_chem_aqu;salt_chem_hru,salt_chem_aqu;salt_chem_hru,,0,,,
ionic_strength,subroutine,SWATPLUS/swatplus/src/salt_chem_hru.f90,380,,yes,4,main > command > aqu_1d_control > salt_chem_aqu > ionic_strength,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,,0,,,
mgco3,subroutine,SWATPLUS/swatplus/src/salt_chem_hru.f90,510,,yes,4,main > command > aqu_1d_control > salt_chem_aqu > mgco3,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,,0,,,
mgso4,subroutine,SWATPLUS/swatplus/src/salt_chem_hru.f90,639,,yes,4,main > command > aqu_1d_control > salt_chem_aqu > mgso4,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,,0,,,
nacl,subroutine,SWATPLUS/swatplus/src/salt_chem_hru.f90,574,,yes,4,main > command > aqu_1d_control > salt_chem_aqu > nacl,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,salt_chem_aqu;salt_chem_hru;salt_chem_soil_single,,0,,,
gwflow_heat,subroutine,SWATPLUS/swatplus/src/gwflow_heat.f90,1,,yes,4,main > command > gwflow_simulate > gwflow_lateral > gwflow_heat,gwflow_lateral,gwflow_lateral,,0,,,
gwflow_solute,subroutine,SWATPLUS/swatplus/src/gwflow_solute.f90,1,,yes,4,main > command > gwflow_simulate > gwflow_lateral > gwflow_solute,gwflow_lateral,gwflow_lateral,gwflow_chem,1,,,gwflow_chem:99
gwflow_write_cell_array,subroutine,SWATPLUS/swatplus/src/gwflow_output.f90,2217,,yes,4,main > command > gwflow_simulate > gwflow_output_aa > gwflow_write_cell_array,gwflow_output_aa,gwflow_output_aa,,0,,,
nut_np_flow,subroutine,SWATPLUS/swatplus/src/nut_np_flow.f90,2,,yes,4,main > command > hru_control > cbn_zhang2 > nut_np_flow,cbn_zhang2,cbn_zhang2,,0,,,
se_reactions_soil,subroutine,SWATPLUS/swatplus/src/se_reactions_soil.f90,2,,yes,4,main > command > hru_control > cs_rctn_hru > se_reactions_soil,cs_rctn_hru,cs_rctn_hru,,0,,,
hru_sweep,subroutine,SWATPLUS/swatplus/src/hru_sweep.f90,1,,yes,4,main > command > hru_control > hru_urbanhr > hru_sweep,hru_urbanhr,hru_urbanhr,,0,,,
mgt_tillfactor,subroutine,SWATPLUS/swatplus/src/mgt_tillfactor.f90,1,,yes,4,main > command > hru_control > mgt_biomix > mgt_tillfactor,mgt_biomix;mgt_newtillmix_cswat1,mgt_biomix;mgt_newtillmix_cswat1,,0,,,
mgt_sched,subroutine,SWATPLUS/swatplus/src/mgt_sched.f90,1,,yes,4,main > command > hru_control > mgt_operatn > mgt_sched,mgt_operatn,mgt_operatn,cs_fert;cs_fert_wet;curno;mgt_harvbiomass;mgt_harvgrain;mgt_harvresidue;mgt_harvtuber;mgt_killop;mgt_newtillmix_cswat0;mgt_newtillmix_cswat1;mgt_newtillmix_wet;mgt_plantop;mgt_transplant;pest_apply;pl_burnop;pl_fert;pl_fert_wet;pl_manure;salt_fert;salt_fert_wet,20,,,mgt_plantop:99;mgt_transplant:110;mgt_harvbiomass:168;mgt_harvgrain:170;mgt_harvresidue:173;mgt_harvbiomass:175;mgt_harvtuber:177;mgt_harvtuber:179;mgt_harvbiomass:181;mgt_harvgrain:183;mgt_harvresidue:231;mgt_killop:250;mgt_harvbiomass:280;mgt_harvgrain:282;mgt_harvresidue:285;mgt_harvtuber:288;mgt_harvtuber:290;mgt_harvgrain:292;mgt_harvgrain:294;mgt_killop:298;mgt_harvresidue:338;mgt_newtillmix_cswat1:347;mgt_newtillmix_cswat0:349;pl_fert_wet:381;salt_fert_wet:382;cs_fert_wet:383;pl_fert:391;pl_manure:407;salt_fert:408;cs_fert:409;pest_apply:431;curno:458;pl_burnop:468;mgt_newtillmix_wet:609;mgt_newtillmix_cswat1:612;mgt_newtillmix_cswat0:614
pl_waterup,subroutine,SWATPLUS/swatplus/src/pl_waterup.f90,1,,yes,4,main > command > hru_control > pl_community > pl_waterup,pl_community,pl_community,salt_chem_soil_single,1,,,salt_chem_soil_single:171
pl_biomass_gro,subroutine,SWATPLUS/swatplus/src/pl_biomass_gro.f90,1,,yes,4,main > command > hru_control > pl_grow > pl_biomass_gro,pl_grow,pl_grow,cs_uptake;pl_nup;pl_pup;pl_tstr;salt_uptake,5,,,pl_tstr:69;pl_nup:89;pl_pup:90;salt_uptake:92;cs_uptake:94
pl_dormant,subroutine,SWATPLUS/swatplus/src/pl_dormant.f90,1,,yes,4,main > command > hru_control > pl_grow > pl_dormant,pl_grow,pl_grow,,0,,,
pl_leaf_gro,subroutine,SWATPLUS/swatplus/src/pl_leaf_gro.f90,1,,yes,4,main > command > hru_control > pl_grow > pl_leaf_gro,pl_grow,pl_grow,,0,,,
pl_leaf_senes,subroutine,SWATPLUS/swatplus/src/pl_leaf_senes.f90,1,,yes,4,main > command > hru_control > pl_grow > pl_leaf_senes,pl_grow,pl_grow,,0,,,
pl_mortality,subroutine,SWATPLUS/swatplus/src/pl_mortality.f90,1,,yes,4,main > command > hru_control > pl_grow > pl_mortality,pl_grow,pl_grow,,0,,,
pl_nut_demand,subroutine,SWATPLUS/swatplus/src/pl_nut_demand.f90,1,,yes,4,main > command > hru_control > pl_grow > pl_nut_demand,pl_grow,pl_grow,pl_nupd;pl_pupd,2,,,pl_nupd:73;pl_pupd:74
pl_partition,subroutine,SWATPLUS/swatplus/src/pl_partition.f90,1,,yes,4,main > command > hru_control > pl_grow > pl_partition,mgt_transplant;pl_grow;plant_init,mgt_transplant;pl_grow;plant_init,,0,,,
pl_root_gro,subroutine,SWATPLUS/swatplus/src/pl_root_gro.f90,1,,yes,4,main > command > hru_control > pl_grow > pl_root_gro,mgt_transplant;pl_grow;plant_init,mgt_transplant;pl_grow;plant_init,pl_rootfr,1,,,pl_rootfr:50
pl_seed_gro,subroutine,SWATPLUS/swatplus/src/pl_seed_gro.f90,1,,yes,4,main > command > hru_control > pl_grow > pl_seed_gro,mgt_transplant;pl_grow;plant_init,mgt_transplant;pl_grow;plant_init,,0,,,
ero_cfactor,subroutine,SWATPLUS/swatplus/src/ero_cfactor.f90,1,,yes,4,main > command > hru_control > surface > ero_cfactor,surface;wetland_control,surface;wetland_control,,0,,,
ero_eiusle,subroutine,SWATPLUS/swatplus/src/ero_eiusle.f90,1,,yes,4,main > command > hru_control > surface > ero_eiusle,surface,surface,,0,,,
ero_ovrsed,subroutine,SWATPLUS/swatplus/src/ero_ovrsed.f90,1,,yes,4,main > command > hru_control > surface > ero_ovrsed,surface,surface,,0,,,
ero_pkq,subroutine,SWATPLUS/swatplus/src/ero_pkq.f90,1,,yes,4,main > command > hru_control > surface > ero_pkq,surface,surface,,0,,,
